sku,variant_id,item_class,family,subfamily,product_type,product_name,species_group,allowed_alternates,substitution_policy,lumber_grade,design_grade,moisture_condition,thickness_in,width_in,depth_in,length_in,diameter_in,nominal_size_text,actual_size_text,uom_takeoff,uom_purchase,lf_per_piece,bf_per_piece,sf_per_sheet,coverage_sf,count_per_box,lb_per_box,awpa_uc,retention_pcf,preservative_type,panel_width_in,panel_length_in,span_rating,exposure_class,edge_type,ps_standard,manufacturer,series,model,connector_type,finish,mount_type,seat_depth,skewable,joist_size_fit,fastener_coating,shank_type,head_type,angle_deg,collation_type,roll_width_ft,roll_length_ft,tape_width_in,adhesive_type,application_tags,irc_reference,requires_quote,spec_inputs,vendor_id,vendor_sku,vendor_sku_desc,price,price_uom,price_effective_date,stock_status,lead_time_days,min_order_qty,notes
DOOR-INT-SC-24-FLAT,DOOR-INT-SC-24-FLAT-V1,doors,interior_prehung,solid_core,prehung_door,"Interior Prehung Solid Core Flat/Flush 24""x80""",,,NotAllowed,,,,1.375,24,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|interior|solid_core|flat|fire_rated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,Smooth flush
DOOR-INT-SC-28-6PNL,DOOR-INT-SC-28-6PNL-V1,doors,interior_prehung,solid_core,prehung_door,"Interior Prehung Solid Core 6-Panel 28""x80""",,,NotAllowed,,,,1.375,28,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|interior|solid_core|6pnl|fire_rated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,Colonist 6-panel
DOOR-INT-SC-28-FLAT,DOOR-INT-SC-28-FLAT-V1,doors,interior_prehung,solid_core,prehung_door,"Interior Prehung Solid Core Flat/Flush 28""x80""",,,NotAllowed,,,,1.375,28,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|interior|solid_core|flat|fire_rated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,Smooth flush
DOOR-INT-SC-30-6PNL,DOOR-INT-SC-30-6PNL-V1,doors,interior_prehung,solid_core,prehung_door,"Interior Prehung Solid Core 6-Panel 30""x80""",,,NotAllowed,,,,1.375,30,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|interior|solid_core|6pnl|fire_rated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,Colonist 6-panel
DOOR-INT-SC-30-FLAT,DOOR-INT-SC-30-FLAT-V1,doors,interior_prehung,solid_core,prehung_door,"Interior Prehung Solid Core Flat/Flush 30""x80""",,,NotAllowed,,,,1.375,30,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|interior|solid_core|flat|fire_rated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,Smooth flush
DOOR-INT-SC-32-6PNL,DOOR-INT-SC-32-6PNL-V1,doors,interior_prehung,solid_core,prehung_door,"Interior Prehung Solid Core 6-Panel 32""x80""",,,NotAllowed,,,,1.375,32,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|interior|solid_core|6pnl|fire_rated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,Colonist 6-panel
DOOR-INT-SC-32-FLAT,DOOR-INT-SC-32-FLAT-V1,doors,interior_prehung,solid_core,prehung_door,"Interior Prehung Solid Core Flat/Flush 32""x80""",,,NotAllowed,,,,1.375,32,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|interior|solid_core|flat|fire_rated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,Smooth flush
DOOR-INT-SC-36-6PNL,DOOR-INT-SC-36-6PNL-V1,doors,interior_prehung,solid_core,prehung_door,"Interior Prehung Solid Core 6-Panel 36""x80""",,,NotAllowed,,,,1.375,36,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|interior|solid_core|6pnl|fire_rated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,Colonist 6-panel
DOOR-INT-SC-36-FLAT,DOOR-INT-SC-36-FLAT-V1,doors,interior_prehung,solid_core,prehung_door,"Interior Prehung Solid Core Flat/Flush 36""x80""",,,NotAllowed,,,,1.375,36,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|interior|solid_core|flat|fire_rated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,Smooth flush
DOOR-EXT-STL-32-80-6PNL,DOOR-EXT-STL-32-80-6PNL-V1,doors,exterior_prehung,steel,prehung_door,"Exterior Steel 6-Panel 32""x80"" (6'8"")",,,NotAllowed,,,,1.75,32,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|exterior|steel|6pnl|insulated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,
DOOR-EXT-STL-32-80-HALF,DOOR-EXT-STL-32-80-HALF-V1,doors,exterior_prehung,steel,prehung_door,"Exterior Steel Half-Lite 32""x80"" (6'8"")",,,NotAllowed,,,,1.75,32,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|exterior|steel|half|insulated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,
DOOR-EXT-STL-32-96-6PNL,DOOR-EXT-STL-32-96-6PNL-V1,doors,exterior_prehung,steel,prehung_door,"Exterior Steel 6-Panel 32""x96"" (8'0"")",,,NotAllowed,,,,1.75,32,,96,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|exterior|steel|6pnl|insulated,R311,Y,handing|lockset_bore,,,,,,,ORDER,7,,
DOOR-EXT-STL-32-96-HALF,DOOR-EXT-STL-32-96-HALF-V1,doors,exterior_prehung,steel,prehung_door,"Exterior Steel Half-Lite 32""x96"" (8'0"")",,,NotAllowed,,,,1.75,32,,96,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|exterior|steel|half|insulated,R311,Y,handing|lockset_bore,,,,,,,ORDER,7,,
DOOR-EXT-STL-36-80-6PNL,DOOR-EXT-STL-36-80-6PNL-V1,doors,exterior_prehung,steel,prehung_door,"Exterior Steel 6-Panel 36""x80"" (6'8"")",,,NotAllowed,,,,1.75,36,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|exterior|steel|6pnl|insulated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,
DOOR-EXT-STL-36-80-HALF,DOOR-EXT-STL-36-80-HALF-V1,doors,exterior_prehung,steel,prehung_door,"Exterior Steel Half-Lite 36""x80"" (6'8"")",,,NotAllowed,,,,1.75,36,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|exterior|steel|half|insulated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,
DOOR-EXT-STL-36-96-6PNL,DOOR-EXT-STL-36-96-6PNL-V1,doors,exterior_prehung,steel,prehung_door,"Exterior Steel 6-Panel 36""x96"" (8'0"")",,,NotAllowed,,,,1.75,36,,96,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|exterior|steel|6pnl|insulated,R311,Y,handing|lockset_bore,,,,,,,ORDER,7,,
DOOR-EXT-STL-36-96-HALF,DOOR-EXT-STL-36-96-HALF-V1,doors,exterior_prehung,steel,prehung_door,"Exterior Steel Half-Lite 36""x96"" (8'0"")",,,NotAllowed,,,,1.75,36,,96,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|exterior|steel|half|insulated,R311,Y,handing|lockset_bore,,,,,,,ORDER,7,,
DOOR-EXT-FG-32-80-CRAFT,DOOR-EXT-FG-32-80-CRAFT-V1,doors,exterior_prehung,fiberglass,prehung_door,"Exterior Fiberglass Craftsman 32""x80""",,,NotAllowed,,,,1.75,32,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|exterior|fiberglass|craft|insulated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,
DOOR-EXT-FG-32-80-6PNL,DOOR-EXT-FG-32-80-6PNL-V1,doors,exterior_prehung,fiberglass,prehung_door,"Exterior Fiberglass 6-Panel 32""x80""",,,NotAllowed,,,,1.75,32,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|exterior|fiberglass|6pnl|insulated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,
DOOR-EXT-FG-36-80-CRAFT,DOOR-EXT-FG-36-80-CRAFT-V1,doors,exterior_prehung,fiberglass,prehung_door,"Exterior Fiberglass Craftsman 36""x80""",,,NotAllowed,,,,1.75,36,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|exterior|fiberglass|craft|insulated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,
DOOR-EXT-FG-36-80-6PNL,DOOR-EXT-FG-36-80-6PNL-V1,doors,exterior_prehung,fiberglass,prehung_door,"Exterior Fiberglass 6-Panel 36""x80""",,,NotAllowed,,,,1.75,36,,80,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door|exterior|fiberglass|6pnl|insulated,R311,N,handing|lockset_bore|jamb_width,,,,,,,ORDER,7,,
DOOR-HW-HINGE-3-5-SN,DOOR-HW-HINGE-3-5-SN-V1,hardware,door_hardware,hinges,door_hinge,"Door Hinge 3.5"" Satin Nickel",,,Allowed,,,,,,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Satin Nickel,,,,,,,,,,,,,,hardware|door|hinge,,N,,,,,,,,STOCK,,,
DOOR-HW-HINGE-3-5-ORB,DOOR-HW-HINGE-3-5-ORB-V1,hardware,door_hardware,hinges,door_hinge,"Door Hinge 3.5"" Oil-Rubbed Bronze",,,Allowed,,,,,,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Oil-Rubbed Bronze,,,,,,,,,,,,,,hardware|door|hinge,,N,,,,,,,,STOCK,,,
DOOR-HW-HINGE-3-5-AB,DOOR-HW-HINGE-3-5-AB-V1,hardware,door_hardware,hinges,door_hinge,"Door Hinge 3.5"" Antique Brass",,,Allowed,,,,,,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Antique Brass,,,,,,,,,,,,,,hardware|door|hinge,,N,,,,,,,,STOCK,,,
DOOR-HW-HINGE-4-SN,DOOR-HW-HINGE-4-SN-V1,hardware,door_hardware,hinges,door_hinge,"Door Hinge 4"" Satin Nickel",,,Allowed,,,,,,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Satin Nickel,,,,,,,,,,,,,,hardware|door|hinge,,N,,,,,,,,STOCK,,,
DOOR-HW-HINGE-4-ORB,DOOR-HW-HINGE-4-ORB-V1,hardware,door_hardware,hinges,door_hinge,"Door Hinge 4"" Oil-Rubbed Bronze",,,Allowed,,,,,,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Oil-Rubbed Bronze,,,,,,,,,,,,,,hardware|door|hinge,,N,,,,,,,,STOCK,,,
DOOR-HW-HINGE-4-AB,DOOR-HW-HINGE-4-AB-V1,hardware,door_hardware,hinges,door_hinge,"Door Hinge 4"" Antique Brass",,,Allowed,,,,,,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Antique Brass,,,,,,,,,,,,,,hardware|door|hinge,,N,,,,,,,,STOCK,,,
DOOR-HW-LOCK-PASS-SN,DOOR-HW-LOCK-PASS-SN-V1,hardware,door_hardware,locksets,lockset,Passage Lockset Satin Nickel,,,Allowed,,,,,,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Satin Nickel,,,,,,,,,,,,,,hardware|door|lockset|passage,,N,,,,,,,,STOCK,,,
DOOR-HW-LOCK-PASS-ORB,DOOR-HW-LOCK-PASS-ORB-V1,hardware,door_hardware,locksets,lockset,Passage Lockset Oil-Rubbed Bronze,,,Allowed,,,,,,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Oil-Rubbed Bronze,,,,,,,,,,,,,,hardware|door|lockset|passage,,N,,,,,,,,STOCK,,,
DOOR-HW-LOCK-PRIV-SN,DOOR-HW-LOCK-PRIV-SN-V1,hardware,door_hardware,locksets,lockset,Privacy Lockset Satin Nickel,,,Allowed,,,,,,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Satin Nickel,,,,,,,,,,,,,,hardware|door|lockset|privacy,,N,,,,,,,,STOCK,,,
DOOR-HW-LOCK-PRIV-ORB,DOOR-HW-LOCK-PRIV-ORB-V1,hardware,door_hardware,locksets,lockset,Privacy Lockset Oil-Rubbed Bronze,,,Allowed,,,,,,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Oil-Rubbed Bronze,,,,,,,,,,,,,,hardware|door|lockset|privacy,,N,,,,,,,,STOCK,,,
DOOR-HW-LOCK-ENTRY-SN,DOOR-HW-LOCK-ENTRY-SN-V1,hardware,door_hardware,locksets,lockset,Entry Lockset Satin Nickel,,,Allowed,,,,,,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Satin Nickel,,,,,,,,,,,,,,hardware|door|lockset|entry,,N,,,,,,,,STOCK,,,
DOOR-HW-LOCK-ENTRY-ORB,DOOR-HW-LOCK-ENTRY-ORB-V1,hardware,door_hardware,locksets,lockset,Entry Lockset Oil-Rubbed Bronze,,,Allowed,,,,,,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Oil-Rubbed Bronze,,,,,,,,,,,,,,hardware|door|lockset|entry,,N,,,,,,,,STOCK,,,
DOOR-HW-DEAD-SN,DOOR-HW-DEAD-SN-V1,hardware,door_hardware,deadbolts,deadbolt,Deadbolt Single Cylinder Satin Nickel,,,Allowed,,,,,,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Satin Nickel,,,,,,,,,,,,,,hardware|door|deadbolt|security,,N,,,,,,,,STOCK,,,
DOOR-HW-DEAD-ORB,DOOR-HW-DEAD-ORB-V1,hardware,door_hardware,deadbolts,deadbolt,Deadbolt Single Cylinder Oil-Rubbed Bronze,,,Allowed,,,,,,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Oil-Rubbed Bronze,,,,,,,,,,,,,,hardware|door|deadbolt|security,,N,,,,,,,,STOCK,,,
DOOR-JAMB-INT-4916,DOOR-JAMB-INT-4916-V1,doors,door_components,jamb,door_jamb,"Interior Door Jamb Kit 4-9/16"" Primed",,,NotAllowed,,,,,4.5625,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,door|jamb|interior|primed,,N,handing|lockset_bore|jamb_width,,,,,,,STOCK,,,Includes two legs and header
DOOR-JAMB-INT-6916,DOOR-JAMB-INT-6916-V1,doors,door_components,jamb,door_jamb,"Interior Door Jamb Kit 6-9/16"" Primed",,,NotAllowed,,,,,6.5625,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,door|jamb|interior|primed,,N,handing|lockset_bore|jamb_width,,,,,,,STOCK,,,Includes two legs and header
WIN-VNL-SH-24X36,WIN-VNL-SH-24X36-V1,windows,vinyl_windows,single_hung,window,"Single Hung Vinyl Window 24""x36"" White",,,NotAllowed,,,,3.25,24,,36,,,,EA,EA,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,window|vinyl|single_hung|low_e,R308,N,rough_opening|grid_pattern|glass_type|nailing_fin,,,,,,,STOCK,,,"Low-E glass, new construction flange"
WIN-VNL-SH-24X48,WIN-VNL-SH-24X48-V1,windows,vinyl_windows,single_hung,window,"Single Hung Vinyl Window 24""x48"" White",,,NotAllowed,,,,3.25,24,,48,,,,EA,EA,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,window|vinyl|single_hung|low_e,R308,N,rough_opening|grid_pattern|glass_type|nailing_fin,,,,,,,STOCK,,,"Low-E glass, new construction flange"
WIN-VNL-SH-28X54,WIN-VNL-SH-28X54-V1,windows,vinyl_windows,single_hung,window,"Single Hung Vinyl Window 28""x54"" White",,,NotAllowed,,,,3.25,28,,54,,,,EA,EA,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,window|vinyl|single_hung|low_e,R308,N,rough_opening|grid_pattern|glass_type|nailing_fin,,,,,,,STOCK,,,"Low-E glass, new construction flange"
WIN-VNL-SH-30X48,WIN-VNL-SH-30X48-V1,windows,vinyl_windows,single_hung,window,"Single Hung Vinyl Window 30""x48"" White",,,NotAllowed,,,,3.25,30,,48,,,,EA,EA,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,window|vinyl|single_hung|low_e,R308,N,rough_opening|grid_pattern|glass_type|nailing_fin,,,,,,,STOCK,,,"Low-E glass, new construction flange"
WIN-VNL-SH-30X60,WIN-VNL-SH-30X60-V1,windows,vinyl_windows,single_hung,window,"Single Hung Vinyl Window 30""x60"" White",,,NotAllowed,,,,3.25,30,,60,,,,EA,EA,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,window|vinyl|single_hung|low_e,R308,N,rough_opening|grid_pattern|glass_type|nailing_fin,,,,,,,ORDER,7,,"Low-E glass, new construction flange"
WIN-VNL-SH-32X54,WIN-VNL-SH-32X54-V1,windows,vinyl_windows,single_hung,window,"Single Hung Vinyl Window 32""x54"" White",,,NotAllowed,,,,3.25,32,,54,,,,EA,EA,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,window|vinyl|single_hung|low_e,R308,N,rough_opening|grid_pattern|glass_type|nailing_fin,,,,,,,STOCK,,,"Low-E glass, new construction flange"
WIN-VNL-SH-36X48,WIN-VNL-SH-36X48-V1,windows,vinyl_windows,single_hung,window,"Single Hung Vinyl Window 36""x48"" White",,,NotAllowed,,,,3.25,36,,48,,,,EA,EA,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,window|vinyl|single_hung|low_e,R308,N,rough_opening|grid_pattern|glass_type|nailing_fin,,,,,,,STOCK,,,"Low-E glass, new construction flange"
WIN-VNL-SH-36X60,WIN-VNL-SH-36X60-V1,windows,vinyl_windows,single_hung,window,"Single Hung Vinyl Window 36""x60"" White",,,NotAllowed,,,,3.25,36,,60,,,,EA,EA,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,window|vinyl|single_hung|low_e,R308,N,rough_opening|grid_pattern|glass_type|nailing_fin,,,,,,,ORDER,7,,"Low-E glass, new construction flange"
WIN-ACC-SHIMS,WIN-ACC-SHIMS-V1,windows,window_accessories,shims,window_accessory,Window Shims Composite Pack,,,NotAllowed,,,,,,,,,,,PK,PK,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,window|shims|installation,,N,rough_opening|grid_pattern|glass_type|nailing_fin,,,,,,,STOCK,,,
WIN-ACC-FLASH-KIT,WIN-ACC-FLASH-KIT-V1,windows,window_accessories,flashing,flashing_kit,Window Flashing Tape Kit,,,NotAllowed,,,,,,,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,window|flashing|installation|waterproofing,,N,rough_opening|grid_pattern|glass_type|nailing_fin,,,,,,,STOCK,,,Includes sill pan tape and jamb flashing
CONC-MESH-6X6-W14-SHT,CONC-MESH-6X6-W14-SHT-V1,concrete,reinforcement,wire_mesh,welded_wire_mesh,"Welded Wire Mesh 6x6 W1.4/W1.4 5x150""",,,Allowed,,,,,,,,,,,SF,SHT,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|reinforcement|mesh|slab,R403,N,,,,,,,,STOCK,,,"10ga wire, Light residential"
CONC-MESH-6X6-W14-RL,CONC-MESH-6X6-W14-RL-V1,concrete,reinforcement,wire_mesh,welded_wire_mesh,Welded Wire Mesh 6x6 W1.4/W1.4 5'x150' Roll,,,Allowed,,,,,,,,,,,SF,RL,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,5,150,,,concrete|reinforcement|mesh|slab,R403,N,,,,,,,,STOCK,,,"10ga wire, Light residential"
CONC-MESH-6X6-W21-SHT,CONC-MESH-6X6-W21-SHT-V1,concrete,reinforcement,wire_mesh,welded_wire_mesh,"Welded Wire Mesh 6x6 W2.1/W2.1 5x150""",,,Allowed,,,,,,,,,,,SF,SHT,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|reinforcement|mesh|slab,R403,N,,,,,,,,STOCK,,,"8ga wire, Standard residential"
CONC-MESH-6X6-W21-RL,CONC-MESH-6X6-W21-RL-V1,concrete,reinforcement,wire_mesh,welded_wire_mesh,Welded Wire Mesh 6x6 W2.1/W2.1 5'x150' Roll,,,Allowed,,,,,,,,,,,SF,RL,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,5,150,,,concrete|reinforcement|mesh|slab,R403,N,,,,,,,,STOCK,,,"8ga wire, Standard residential"
CONC-MESH-6X6-W29-SHT,CONC-MESH-6X6-W29-SHT-V1,concrete,reinforcement,wire_mesh,welded_wire_mesh,"Welded Wire Mesh 6x6 W2.9/W2.9 5x150""",,,Allowed,,,,,,,,,,,SF,SHT,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|reinforcement|mesh|slab,R403,N,,,,,,,,STOCK,,,"6ga wire, Heavy duty"
CONC-CHAIR-INDIV-1,CONC-CHAIR-INDIV-1-V1,concrete,reinforcement,rebar_chair,rebar_support,"Rebar Individual Chair 1""",,,Allowed,,,,,,1,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|reinforcement|chair|individual,,N,,,,,,,,STOCK,,,
CONC-CHAIR-INDIV-1-5,CONC-CHAIR-INDIV-1-5-V1,concrete,reinforcement,rebar_chair,rebar_support,"Rebar Individual Chair 1.5""",,,Allowed,,,,,,1.5,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|reinforcement|chair|individual,,N,,,,,,,,STOCK,,,
CONC-CHAIR-INDIV-2,CONC-CHAIR-INDIV-2-V1,concrete,reinforcement,rebar_chair,rebar_support,"Rebar Individual Chair 2""",,,Allowed,,,,,,2,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|reinforcement|chair|individual,,N,,,,,,,,STOCK,,,
CONC-CHAIR-CONT-1,CONC-CHAIR-CONT-1-V1,concrete,reinforcement,rebar_chair,rebar_support,"Rebar Continuous Chair 1""",,,Allowed,,,,,,1,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|reinforcement|chair|continuous,,N,,,,,,,,STOCK,,,
CONC-CHAIR-CONT-1-5,CONC-CHAIR-CONT-1-5-V1,concrete,reinforcement,rebar_chair,rebar_support,"Rebar Continuous Chair 1.5""",,,Allowed,,,,,,1.5,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|reinforcement|chair|continuous,,N,,,,,,,,STOCK,,,
CONC-CHAIR-SLAB-1,CONC-CHAIR-SLAB-1-V1,concrete,reinforcement,rebar_chair,rebar_support,"Rebar Slab Bolster 1""",,,Allowed,,,,,,1,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|reinforcement|chair|bolster,,N,,,,,,,,STOCK,,,
CONC-CHAIR-SLAB-1-5,CONC-CHAIR-SLAB-1-5-V1,concrete,reinforcement,rebar_chair,rebar_support,"Rebar Slab Bolster 1.5""",,,Allowed,,,,,,1.5,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|reinforcement|chair|bolster,,N,,,,,,,,STOCK,,,
CONC-CHAIR-SLAB-2,CONC-CHAIR-SLAB-2-V1,concrete,reinforcement,rebar_chair,rebar_support,"Rebar Slab Bolster 2""",,,Allowed,,,,,,2,,,,,EA,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|reinforcement|chair|bolster,,N,,,,,,,,STOCK,,,
CONC-REBARCAP-MUSHROOM,CONC-REBARCAP-MUSHROOM-V1,concrete,reinforcement,rebar_cap,rebar_cap,Rebar Mushroom Cap (Impalement),,,Allowed,,,,,,,,,,,EA,BAG,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|reinforcement|cap|safety,,N,,,,,,,,STOCK,,,
CONC-REBARCAP-STANDARD,CONC-REBARCAP-STANDARD-V1,concrete,reinforcement,rebar_cap,rebar_cap,Rebar Standard Cap,,,Allowed,,,,,,,,,,,EA,BAG,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|reinforcement|cap|safety,,N,,,,,,,,STOCK,,,
CONC-TIEWIRE-16-3LB,CONC-TIEWIRE-16-3LB-V1,concrete,reinforcement,tie_wire,tie_wire,Tie Wire 16.5ga 3lb Roll,,,Allowed,,,,,,,,0.050,,,LB,RL,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|reinforcement|tie_wire|rebar,,N,,,,,,,,STOCK,,,
CONC-SNAPTIE-8,CONC-SNAPTIE-8-V1,concrete,forming,snap_tie,snap_tie,"Snap Tie 8"" (Standard Wall)",,,Allowed,,,,,,,8,,,,EA,BDL,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|forming|snap_tie|wall,,N,,,,,,,,STOCK,,,
CONC-SNAPTIE-10,CONC-SNAPTIE-10-V1,concrete,forming,snap_tie,snap_tie,"Snap Tie 10"" (Standard Wall)",,,Allowed,,,,,,,10,,,,EA,BDL,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|forming|snap_tie|wall,,N,,,,,,,,STOCK,,,
CONC-SNAPTIE-12,CONC-SNAPTIE-12-V1,concrete,forming,snap_tie,snap_tie,"Snap Tie 12"" (Standard Wall)",,,Allowed,,,,,,,12,,,,EA,BDL,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|forming|snap_tie|wall,,N,,,,,,,,STOCK,,,
CONC-SNAPTIE-14,CONC-SNAPTIE-14-V1,concrete,forming,snap_tie,snap_tie,"Snap Tie 14"" (Standard Wall)",,,Allowed,,,,,,,14,,,,EA,BDL,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete|forming|snap_tie|wall,,N,,,,,,,,STOCK,,,
CONC-WEDGE-1-4X1-3-4,CONC-WEDGE-1-4X1-3-4-V1,hardware,anchors,wedge_anchor,expansion_anchor,"Wedge Anchor Zinc 1/4""x1-3/4""",,,EquivalentOnlySameSpec,,,,,,,,,,,EA,BX,,,,,50,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,concrete|anchor|wedge|mechanical,,N,,,,,,,,STOCK,,,
CONC-WEDGE-3-8X3,CONC-WEDGE-3-8X3-V1,hardware,anchors,wedge_anchor,expansion_anchor,"Wedge Anchor Zinc 3/8""x3""",,,EquivalentOnlySameSpec,,,,,,,,,,,EA,BX,,,,,25,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,concrete|anchor|wedge|mechanical,,N,,,,,,,,STOCK,,,
CONC-WEDGE-1-2X4,CONC-WEDGE-1-2X4-V1,hardware,anchors,wedge_anchor,expansion_anchor,"Wedge Anchor Zinc 1/2""x4""",,,EquivalentOnlySameSpec,,,,,,,,,,,EA,BX,,,,,25,,,,,,,,,,,,,,,,,,,,Zinc,,,,,,,,,concrete|anchor|wedge|mechanical,,N,,,,,,,,STOCK,,,
